aforo;hora
101;2023-04-27 11:04:00
103;2023-04-27 11:07:00
102;2023-04-27 11:08:00
103;2023-04-27 11:12:00
102;2023-04-27 11:15:00
104;2023-04-27 11:19:00
101;2023-04-27 11:21:00
100;2023-04-27 11:22:00
99;2023-04-27 11:24:00
95;2023-04-27 11:27:00
96;2023-04-27 11:28:00
97;2023-04-27 11:29:00
98;2023-04-27 11:30:00
97;2023-04-27 11:32:00
99;2023-04-27 11:35:00
98;2023-04-27 11:37:00
97;2023-04-27 11:38:00
94;2023-04-27 11:39:00
92;2023-04-27 11:41:00
93;2023-04-27 11:42:00
94;2023-04-27 11:45:00
93;2023-04-27 11:46:00
94;2023-04-27 11:47:00
93;2023-04-27 11:48:00
94;2023-04-27 11:50:00
92;2023-04-27 11:51:00
94;2023-04-27 11:53:00
92;2023-04-27 11:55:00
90;2023-04-27 12:00:00
88;2023-04-27 12:01:00
86;2023-04-27 12:02:00
85;2023-04-27 12:04:00
84;2023-04-27 12:05:00
85;2023-04-27 12:08:00
84;2023-04-27 12:10:00
81;2023-04-27 12:12:00
80;2023-04-27 12:17:00
79;2023-04-27 12:18:00
78;2023-04-27 12:20:00
77;2023-04-27 12:21:00
75;2023-04-27 12:22:00
74;2023-04-27 12:23:00
73;2023-04-27 12:24:00
71;2023-04-27 12:26:00
69;2023-04-27 12:27:00
68;2023-04-27 12:28:00
69;2023-04-27 12:31:00
67;2023-04-27 12:32:00
66;2023-04-27 12:34:00
63;2023-04-27 12:35:00
61;2023-04-27 12:36:00
58;2023-04-27 12:38:00
56;2023-04-27 12:39:00
55;2023-04-27 12:40:00
54;2023-04-27 12:41:00
55;2023-04-27 12:43:00
53;2023-04-27 12:44:00
50;2023-04-27 12:47:00
48;2023-04-27 12:48:00
47;2023-04-27 12:50:00
46;2023-04-27 12:52:00
48;2023-04-27 12:53:00
49;2023-04-27 12:55:00
48;2023-04-27 12:57:00
49;2023-04-27 12:58:00
50;2023-04-27 13:00:00
49;2023-04-27 13:01:00
50;2023-04-27 13:03:00
51;2023-04-27 13:05:00
49;2023-04-27 13:07:00
47;2023-04-27 13:08:00
48;2023-04-27 13:10:00
49;2023-04-27 13:11:00
51;2023-04-27 13:13:00
52;2023-04-27 13:24:00
51;2023-04-27 13:25:00
52;2023-04-27 13:26:00
51;2023-04-27 13:28:00
50;2023-04-27 13:31:00
52;2023-04-27 13:35:00
50;2023-04-27 13:36:00
49;2023-04-27 13:38:00
51;2023-04-27 13:39:00
53;2023-04-27 13:41:00
56;2023-04-27 13:43:00
55;2023-04-27 13:45:00
56;2023-04-27 13:46:00
58;2023-04-27 13:52:00
60;2023-04-27 13:53:00
59;2023-04-27 13:55:00
60;2023-04-27 13:57:00
61;2023-04-27 13:58:00
62;2023-04-27 13:59:00
63;2023-04-27 14:03:00
62;2023-04-27 14:05:00
61;2023-04-27 14:06:00
62;2023-04-27 14:07:00
63;2023-04-27 14:11:00
62;2023-04-27 14:12:00
61;2023-04-27 14:14:00
62;2023-04-27 14:15:00
61;2023-04-27 14:18:00
63;2023-04-27 14:19:00
65;2023-04-27 14:21:00
63;2023-04-27 14:23:00
62;2023-04-27 14:25:00
61;2023-04-27 14:26:00
62;2023-04-27 14:27:00
63;2023-04-27 14:30:00
62;2023-04-27 14:32:00
60;2023-04-27 14:33:00
58;2023-04-27 14:34:00
59;2023-04-27 14:39:00
60;2023-04-27 14:41:00
61;2023-04-27 14:42:00
62;2023-04-27 14:43:00
63;2023-04-27 14:44:00
65;2023-04-27 14:46:00
64;2023-04-27 14:47:00
65;2023-04-27 14:49:00
64;2023-04-27 14:52:00
65;2023-04-27 14:54:00
63;2023-04-27 14:55:00
66;2023-04-27 14:56:00
65;2023-04-27 15:00:00
64;2023-04-27 15:01:00
61;2023-04-27 15:04:00
62;2023-04-27 15:06:00
63;2023-04-27 15:08:00
64;2023-04-27 15:09:00
63;2023-04-27 15:10:00
62;2023-04-27 15:11:00
64;2023-04-27 15:13:00
63;2023-04-27 15:14:00
64;2023-04-27 15:15:00
66;2023-04-27 15:17:00
65;2023-04-27 15:18:00
67;2023-04-27 15:20:00
68;2023-04-27 15:21:00
69;2023-04-27 15:23:00
68;2023-04-27 15:25:00
69;2023-04-27 15:27:00
71;2023-04-27 15:28:00
72;2023-04-27 15:30:00
71;2023-04-27 15:31:00
73;2023-04-27 15:56:00
71;2023-04-27 15:57:00
72;2023-04-27 16:00:00
71;2023-04-27 16:01:00
72;2023-04-27 16:03:00
74;2023-04-27 16:05:00
72;2023-04-27 16:06:00
74;2023-04-27 16:08:00
75;2023-04-27 16:11:00
76;2023-04-27 16:12:00
77;2023-04-27 16:13:00
79;2023-04-27 16:15:00
80;2023-04-27 16:16:00
79;2023-04-27 16:20:00
77;2023-04-27 16:26:00
78;2023-04-27 16:27:00
79;2023-04-27 16:30:00
77;2023-04-27 16:32:00
76;2023-04-27 16:34:00
