aforo;hora
255;2023-05-22 16:36:00
256;2023-05-22 16:37:00
257;2023-05-22 16:39:00
258;2023-05-22 16:41:00
260;2023-05-22 16:43:00
262;2023-05-22 16:47:00
263;2023-05-22 16:48:00
265;2023-05-22 16:49:00
266;2023-05-22 16:51:00
267;2023-05-22 16:53:00
272;2023-05-22 16:54:00
273;2023-05-22 16:55:00
274;2023-05-22 16:57:00
276;2023-05-22 17:00:00
278;2023-05-22 17:01:00
282;2023-05-22 17:03:00
286;2023-05-22 17:05:00
289;2023-05-22 17:07:00
291;2023-05-22 17:08:00
292;2023-05-22 17:10:00
293;2023-05-22 17:11:00
296;2023-05-22 17:13:00
297;2023-05-22 17:14:00
300;2023-05-22 17:15:00
301;2023-05-22 17:16:00
302;2023-05-22 17:18:00
303;2023-05-22 17:19:00
305;2023-05-22 17:20:00
306;2023-05-22 17:22:00
307;2023-05-22 17:23:00
309;2023-05-22 17:26:00
314;2023-05-22 17:27:00
315;2023-05-22 17:28:00
316;2023-05-22 17:29:00
317;2023-05-22 17:30:00
318;2023-05-22 17:31:00
321;2023-05-22 17:32:00
322;2023-05-22 17:34:00
324;2023-05-22 17:37:00
327;2023-05-22 17:40:00
328;2023-05-22 17:42:00
333;2023-05-22 17:45:00
334;2023-05-22 17:46:00
335;2023-05-22 17:47:00
336;2023-05-22 17:49:00
339;2023-05-22 17:50:00
342;2023-05-22 17:51:00
343;2023-05-22 17:52:00
344;2023-05-22 17:53:00
345;2023-05-22 17:54:00
347;2023-05-22 17:55:00
348;2023-05-22 17:56:00
350;2023-05-22 17:59:00
351;2023-05-22 18:02:00
354;2023-05-22 18:03:00
360;2023-05-22 18:06:00
361;2023-05-22 18:07:00
363;2023-05-22 18:09:00
365;2023-05-22 18:11:00
368;2023-05-22 18:13:00
370;2023-05-22 18:14:00
373;2023-05-22 18:16:00
374;2023-05-22 18:17:00
376;2023-05-22 18:18:00
377;2023-05-22 18:21:00
378;2023-05-22 18:23:00
380;2023-05-22 18:26:00
381;2023-05-22 18:27:00
382;2023-05-22 18:28:00
384;2023-05-22 18:29:00
386;2023-05-22 18:30:00
389;2023-05-22 18:31:00
391;2023-05-22 18:34:00
392;2023-05-22 18:35:00
393;2023-05-22 18:36:00
396;2023-05-22 18:37:00
394;2023-05-22 18:38:00
395;2023-05-22 18:42:00
398;2023-05-22 18:43:00
400;2023-05-22 18:46:00
402;2023-05-22 18:47:00
403;2023-05-22 18:48:00
404;2023-05-22 18:49:00
405;2023-05-22 18:51:00
406;2023-05-22 18:52:00
407;2023-05-22 18:53:00
408;2023-05-22 18:54:00
407;2023-05-22 18:55:00
410;2023-05-22 18:56:00
412;2023-05-22 18:58:00
415;2023-05-22 18:59:00
418;2023-05-22 19:00:00
419;2023-05-22 19:01:00
423;2023-05-22 19:03:00
426;2023-05-22 19:04:00
427;2023-05-22 19:05:00
428;2023-05-22 19:06:00
427;2023-05-22 19:08:00
428;2023-05-22 19:09:00
431;2023-05-22 19:11:00
433;2023-05-22 19:12:00
434;2023-05-22 19:13:00
435;2023-05-22 19:14:00
438;2023-05-22 19:16:00
440;2023-05-22 19:21:00
442;2023-05-22 19:24:00
443;2023-05-22 19:28:00
446;2023-05-22 19:29:00
447;2023-05-22 19:30:00
451;2023-05-22 19:31:00
452;2023-05-22 19:34:00
454;2023-05-22 19:37:00
455;2023-05-22 19:38:00
457;2023-05-22 19:40:00
460;2023-05-22 19:44:00
464;2023-05-22 19:46:00
469;2023-05-22 19:47:00
470;2023-05-22 19:48:00
472;2023-05-22 19:49:00
470;2023-05-22 19:50:00
469;2023-05-22 19:52:00
471;2023-05-22 19:53:00
473;2023-05-22 19:54:00
470;2023-05-22 19:55:00
469;2023-05-22 19:59:00
470;2023-05-22 20:01:00
471;2023-05-22 20:03:00
474;2023-05-22 20:04:00
478;2023-05-22 20:06:00
481;2023-05-22 20:07:00
482;2023-05-22 20:09:00
484;2023-05-22 20:10:00
482;2023-05-22 20:11:00
486;2023-05-22 20:12:00
489;2023-05-22 20:14:00
491;2023-05-22 20:19:00
497;2023-05-22 20:20:00
499;2023-05-22 20:21:00
498;2023-05-22 20:22:00
497;2023-05-22 20:26:00
498;2023-05-22 20:27:00
500;2023-05-22 20:28:00
499;2023-05-22 20:29:00
502;2023-05-22 20:30:00
504;2023-05-22 20:33:00
505;2023-05-22 20:34:00
506;2023-05-22 20:37:00
508;2023-05-22 20:38:00
507;2023-05-22 20:39:00
506;2023-05-22 20:42:00
505;2023-05-22 20:43:00
506;2023-05-22 20:44:00
508;2023-05-22 20:48:00
506;2023-05-22 20:49:00
510;2023-05-22 20:55:00
512;2023-05-22 20:57:00
516;2023-05-22 20:59:00
517;2023-05-22 21:01:00
518;2023-05-22 21:02:00
520;2023-05-22 21:06:00
521;2023-05-22 21:07:00
522;2023-05-22 21:09:00
521;2023-05-22 21:10:00
520;2023-05-22 21:11:00
521;2023-05-22 21:13:00
523;2023-05-22 21:15:00
524;2023-05-22 21:16:00
526;2023-05-22 21:17:00
527;2023-05-22 21:21:00
528;2023-05-22 21:23:00
529;2023-05-22 21:24:00
528;2023-05-22 21:25:00
526;2023-05-22 21:26:00
527;2023-05-22 21:27:00
531;2023-05-22 21:29:00
532;2023-05-22 21:32:00
535;2023-05-22 21:32:00
536;2023-05-22 21:34:00
537;2023-05-22 21:38:00
535;2023-05-22 21:39:00
537;2023-05-22 21:43:00
539;2023-05-22 21:44:00
542;2023-05-22 21:45:00
541;2023-05-22 21:46:00
539;2023-05-22 21:50:00
540;2023-05-22 21:53:00
538;2023-05-22 21:54:00
539;2023-05-22 21:55:00
538;2023-05-22 21:57:00
539;2023-05-22 22:01:00
538;2023-05-22 22:09:00
539;2023-05-22 22:10:00
538;2023-05-22 22:30:00
537;2023-05-22 22:32:00
536;2023-05-22 22:37:00
535;2023-05-22 22:45:00
534;2023-05-22 22:48:00
533;2023-05-22 22:49:00
532;2023-05-22 22:50:00
531;2023-05-22 22:56:00
529;2023-05-22 22:58:00
528;2023-05-22 23:00:00
