aforo;hora
291;2023-05-27 17:51:00
292;2023-05-27 17:51:00
293;2023-05-27 17:53:00
294;2023-05-27 17:57:00
295;2023-05-27 18:02:00
296;2023-05-27 18:05:00
297;2023-05-27 18:07:00
299;2023-05-27 18:11:00
300;2023-05-27 18:12:00
302;2023-05-27 18:16:00
303;2023-05-27 18:16:00
304;2023-05-27 18:20:00
305;2023-05-27 18:21:00
307;2023-05-27 18:22:00
308;2023-05-27 18:23:00
309;2023-05-27 18:24:00
311;2023-05-27 18:25:00
312;2023-05-27 18:27:00
313;2023-05-27 18:28:00
315;2023-05-27 18:31:00
316;2023-05-27 18:32:00
317;2023-05-27 18:33:00
318;2023-05-27 18:34:00
320;2023-05-27 18:36:00
324;2023-05-27 18:43:00
325;2023-05-27 18:47:00
326;2023-05-27 18:48:00
329;2023-05-27 18:55:00
330;2023-05-27 18:57:00
331;2023-05-27 19:01:00
333;2023-05-27 19:03:00
334;2023-05-27 19:04:00
335;2023-05-27 19:05:00
336;2023-05-27 19:08:00
337;2023-05-27 19:09:00
338;2023-05-27 19:13:00
339;2023-05-27 19:14:00
340;2023-05-27 19:17:00
341;2023-05-27 19:21:00
342;2023-05-27 19:27:00
345;2023-05-27 19:28:00
346;2023-05-27 19:31:00
347;2023-05-27 19:33:00
348;2023-05-27 19:34:00
349;2023-05-27 19:35:00
350;2023-05-27 19:36:00
351;2023-05-27 19:37:00
353;2023-05-27 19:39:00
354;2023-05-27 19:43:00
355;2023-05-27 19:44:00
356;2023-05-27 19:45:00
357;2023-05-27 19:54:00
358;2023-05-27 20:06:00
359;2023-05-27 20:07:00
360;2023-05-27 20:23:00
361;2023-05-27 20:46:00
