aforo;hora
52;2023-04-29 14:26:00
53;2023-04-29 14:29:00
52;2023-04-29 14:30:00
51;2023-04-29 14:32:00
52;2023-04-29 14:37:00
54;2023-04-29 14:39:00
53;2023-04-29 14:41:00
52;2023-04-29 14:44:00
50;2023-04-29 14:45:00
52;2023-04-29 14:48:00
51;2023-04-29 14:52:00
52;2023-04-29 14:53:00
51;2023-04-29 14:56:00
52;2023-04-29 14:57:00
51;2023-04-29 14:59:00
50;2023-04-29 15:01:00
49;2023-04-29 15:04:00
47;2023-04-29 15:09:00
48;2023-04-29 15:12:00
47;2023-04-29 15:13:00
48;2023-04-29 15:14:00
49;2023-04-29 15:15:00
48;2023-04-29 15:17:00
47;2023-04-29 15:19:00
46;2023-04-29 15:21:00
47;2023-04-29 15:22:00
45;2023-04-29 15:23:00
47;2023-04-29 15:25:00
43;2023-04-29 15:26:00
44;2023-04-29 15:27:00
43;2023-04-29 15:31:00
41;2023-04-29 15:35:00
42;2023-04-29 15:41:00
43;2023-04-29 15:47:00
42;2023-04-29 15:49:00
41;2023-04-29 15:50:00
40;2023-04-29 15:51:00
39;2023-04-29 15:52:00
38;2023-04-29 15:53:00
37;2023-04-29 15:56:00
34;2023-04-29 16:01:00
32;2023-04-29 16:02:00
34;2023-04-29 16:03:00
33;2023-04-29 16:07:00
31;2023-04-29 16:11:00
33;2023-04-29 16:13:00
35;2023-04-29 16:16:00
34;2023-04-29 16:17:00
35;2023-04-29 16:19:00
37;2023-04-29 16:21:00
38;2023-04-29 16:24:00
40;2023-04-29 16:26:00
42;2023-04-29 16:27:00
40;2023-04-29 16:28:00
39;2023-04-29 16:30:00
41;2023-04-29 16:31:00
42;2023-04-29 16:32:00
43;2023-04-29 16:34:00
42;2023-04-29 16:35:00
41;2023-04-29 16:37:00
40;2023-04-29 16:44:00
44;2023-04-29 16:46:00
45;2023-04-29 16:48:00
46;2023-04-29 16:50:00
47;2023-04-29 16:53:00
48;2023-04-29 16:53:00
49;2023-04-29 16:55:00
50;2023-04-29 16:57:00
52;2023-04-29 16:58:00
51;2023-04-29 17:00:00
54;2023-04-29 17:01:00
56;2023-04-29 17:02:00
57;2023-04-29 17:03:00
61;2023-04-29 17:08:00
64;2023-04-29 17:09:00
63;2023-04-29 17:10:00
64;2023-04-29 17:11:00
66;2023-04-29 17:12:00
67;2023-04-29 17:13:00
68;2023-04-29 17:14:00
69;2023-04-29 17:16:00
73;2023-04-29 17:17:00
76;2023-04-29 17:18:00
77;2023-04-29 17:19:00
74;2023-04-29 17:20:00
73;2023-04-29 17:21:00
72;2023-04-29 17:22:00
73;2023-04-29 17:24:00
74;2023-04-29 17:26:00
73;2023-04-29 17:28:00
74;2023-04-29 17:31:00
77;2023-04-29 17:32:00
83;2023-04-29 17:34:00
84;2023-04-29 17:35:00
86;2023-04-29 17:36:00
88;2023-04-29 17:37:00
87;2023-04-29 17:40:00
86;2023-04-29 17:41:00
84;2023-04-29 17:42:00
85;2023-04-29 17:44:00
86;2023-04-29 17:47:00
89;2023-04-29 17:49:00
90;2023-04-29 17:51:00
91;2023-04-29 17:54:00
93;2023-04-29 17:56:00
95;2023-04-29 17:58:00
93;2023-04-29 18:03:00
96;2023-04-29 18:04:00
99;2023-04-29 18:05:00
98;2023-04-29 18:08:00
97;2023-04-29 18:09:00
98;2023-04-29 18:10:00
99;2023-04-29 18:13:00
98;2023-04-29 18:14:00
96;2023-04-29 18:16:00
95;2023-04-29 18:18:00
96;2023-04-29 18:23:00
97;2023-04-29 18:24:00
93;2023-04-29 18:26:00
94;2023-04-29 18:28:00
95;2023-04-29 18:30:00
98;2023-04-29 18:32:00
97;2023-04-29 18:33:00
98;2023-04-29 18:35:00
100;2023-04-29 18:39:00
101;2023-04-29 18:40:00
105;2023-04-29 18:41:00
102;2023-04-29 18:43:00
99;2023-04-29 18:44:00
98;2023-04-29 18:47:00
95;2023-04-29 18:49:00
96;2023-04-29 18:53:00
99;2023-04-29 18:55:00
101;2023-04-29 18:57:00
102;2023-04-29 18:58:00
100;2023-04-29 19:00:00
98;2023-04-29 19:02:00
101;2023-04-29 19:04:00
102;2023-04-29 19:06:00
