aforo;hora
252;2023-05-23 13:11:00
253;2023-05-23 13:13:00
254;2023-05-23 13:14:00
253;2023-05-23 13:15:00
255;2023-05-23 13:18:00
256;2023-05-23 13:20:00
258;2023-05-23 13:25:00
260;2023-05-23 13:26:00
261;2023-05-23 13:34:00
260;2023-05-23 13:35:00
259;2023-05-23 13:37:00
260;2023-05-23 13:40:00
261;2023-05-23 13:43:00
262;2023-05-23 13:44:00
263;2023-05-23 13:45:00
266;2023-05-23 13:46:00
267;2023-05-23 13:47:00
270;2023-05-23 13:53:00
271;2023-05-23 13:54:00
272;2023-05-23 13:55:00
273;2023-05-23 13:56:00
274;2023-05-23 13:58:00
275;2023-05-23 13:59:00
276;2023-05-23 14:01:00
277;2023-05-23 14:04:00
279;2023-05-23 14:05:00
280;2023-05-23 14:06:00
281;2023-05-23 14:14:00
280;2023-05-23 14:16:00
284;2023-05-23 14:17:00
285;2023-05-23 14:18:00
287;2023-05-23 14:19:00
289;2023-05-23 14:20:00
290;2023-05-23 14:21:00
291;2023-05-23 14:22:00
292;2023-05-23 14:23:00
291;2023-05-23 14:25:00
292;2023-05-23 14:26:00
293;2023-05-23 14:29:00
292;2023-05-23 14:31:00
291;2023-05-23 14:35:00
290;2023-05-23 14:42:00
291;2023-05-23 14:44:00
292;2023-05-23 14:49:00
293;2023-05-23 14:50:00
294;2023-05-23 14:53:00
291;2023-05-23 14:55:00
292;2023-05-23 14:56:00
293;2023-05-23 14:57:00
294;2023-05-23 14:58:00
296;2023-05-23 15:05:00
297;2023-05-23 15:06:00
296;2023-05-23 15:08:00
297;2023-05-23 15:10:00
298;2023-05-23 15:12:00
300;2023-05-23 15:18:00
302;2023-05-23 15:19:00
303;2023-05-23 15:20:00
305;2023-05-23 15:21:00
307;2023-05-23 15:24:00
309;2023-05-23 15:31:00
311;2023-05-23 15:32:00
312;2023-05-23 15:35:00
313;2023-05-23 15:36:00
314;2023-05-23 15:39:00
313;2023-05-23 15:44:00
314;2023-05-23 15:46:00
315;2023-05-23 15:47:00
316;2023-05-23 15:50:00
318;2023-05-23 15:53:00
320;2023-05-23 15:54:00
321;2023-05-23 15:55:00
323;2023-05-23 15:58:00
324;2023-05-23 16:02:00
325;2023-05-23 16:03:00
327;2023-05-23 16:04:00
326;2023-05-23 16:06:00
327;2023-05-23 16:08:00
328;2023-05-23 16:09:00
329;2023-05-23 16:10:00
330;2023-05-23 16:14:00
333;2023-05-23 16:15:00
334;2023-05-23 16:17:00
336;2023-05-23 16:20:00
337;2023-05-23 16:23:00
338;2023-05-23 16:24:00
337;2023-05-23 16:25:00
339;2023-05-23 16:26:00
341;2023-05-23 16:29:00
342;2023-05-23 16:33:00
344;2023-05-23 16:34:00
345;2023-05-23 16:41:00
346;2023-05-23 16:43:00
347;2023-05-23 16:48:00
348;2023-05-23 16:48:00
351;2023-05-23 16:51:00
353;2023-05-23 16:52:00
354;2023-05-23 16:57:00
355;2023-05-23 17:00:00
357;2023-05-23 17:02:00
358;2023-05-23 17:03:00
359;2023-05-23 17:03:00
360;2023-05-23 17:04:00
361;2023-05-23 17:06:00
363;2023-05-23 17:08:00
365;2023-05-23 17:11:00
369;2023-05-23 17:12:00
368;2023-05-23 17:14:00
374;2023-05-23 17:15:00
375;2023-05-23 17:17:00
376;2023-05-23 17:18:00
374;2023-05-23 17:20:00
373;2023-05-23 17:21:00
376;2023-05-23 17:22:00
378;2023-05-23 17:24:00
380;2023-05-23 17:26:00
379;2023-05-23 17:27:00
380;2023-05-23 17:29:00
382;2023-05-23 17:30:00
383;2023-05-23 17:31:00
382;2023-05-23 17:32:00
384;2023-05-23 17:33:00
386;2023-05-23 17:34:00
387;2023-05-23 17:38:00
388;2023-05-23 17:39:00
386;2023-05-23 17:41:00
387;2023-05-23 17:43:00
389;2023-05-23 17:45:00
388;2023-05-23 17:46:00
389;2023-05-23 17:47:00
391;2023-05-23 17:50:00
392;2023-05-23 17:52:00
394;2023-05-23 17:53:00
396;2023-05-23 17:55:00
398;2023-05-23 17:56:00
402;2023-05-23 17:56:00
405;2023-05-23 17:57:00
409;2023-05-23 17:58:00
413;2023-05-23 18:00:00
417;2023-05-23 18:01:00
419;2023-05-23 18:02:00
418;2023-05-23 18:02:00
419;2023-05-23 18:05:00
420;2023-05-23 18:06:00
422;2023-05-23 18:10:00
424;2023-05-23 18:11:00
421;2023-05-23 18:12:00
428;2023-05-23 18:13:00
429;2023-05-23 18:15:00
430;2023-05-23 18:16:00
434;2023-05-23 18:18:00
436;2023-05-23 18:19:00
434;2023-05-23 18:21:00
435;2023-05-23 18:22:00
437;2023-05-23 18:25:00
439;2023-05-23 18:26:00
440;2023-05-23 18:27:00
445;2023-05-23 18:28:00
446;2023-05-23 18:29:00
447;2023-05-23 18:31:00
449;2023-05-23 18:35:00
452;2023-05-23 18:36:00
456;2023-05-23 18:37:00
457;2023-05-23 18:39:00
460;2023-05-23 18:42:00
464;2023-05-23 18:45:00
467;2023-05-23 18:46:00
469;2023-05-23 18:47:00
471;2023-05-23 18:48:00
474;2023-05-23 18:51:00
475;2023-05-23 18:52:00
478;2023-05-23 18:52:00
476;2023-05-23 18:53:00
478;2023-05-23 18:54:00
482;2023-05-23 18:55:00
485;2023-05-23 18:58:00
488;2023-05-23 18:59:00
489;2023-05-23 19:00:00
490;2023-05-23 19:02:00
493;2023-05-23 19:03:00
492;2023-05-23 19:04:00
494;2023-05-23 19:06:00
493;2023-05-23 19:07:00
494;2023-05-23 19:10:00
498;2023-05-23 19:11:00
497;2023-05-23 19:12:00
498;2023-05-23 19:13:00
501;2023-05-23 19:15:00
502;2023-05-23 19:16:00
501;2023-05-23 19:17:00
503;2023-05-23 19:18:00
506;2023-05-23 19:19:00
502;2023-05-23 19:21:00
501;2023-05-23 19:23:00
500;2023-05-23 19:24:00
501;2023-05-23 19:26:00
502;2023-05-23 19:28:00
504;2023-05-23 19:29:00
503;2023-05-23 19:31:00
504;2023-05-23 19:32:00
502;2023-05-23 19:34:00
503;2023-05-23 19:36:00
502;2023-05-23 19:38:00
501;2023-05-23 19:38:00
503;2023-05-23 19:40:00
504;2023-05-23 19:42:00
503;2023-05-23 19:44:00
505;2023-05-23 19:45:00
506;2023-05-23 19:48:00
505;2023-05-23 19:49:00
508;2023-05-23 19:50:00
507;2023-05-23 19:51:00
505;2023-05-23 19:52:00
504;2023-05-23 19:54:00
505;2023-05-23 19:56:00
504;2023-05-23 19:59:00
505;2023-05-23 20:00:00
504;2023-05-23 20:02:00
501;2023-05-23 20:03:00
500;2023-05-23 20:04:00
501;2023-05-23 20:05:00
503;2023-05-23 20:08:00
506;2023-05-23 20:10:00
509;2023-05-23 20:11:00
513;2023-05-23 20:14:00
514;2023-05-23 20:16:00
516;2023-05-23 20:18:00
517;2023-05-23 20:21:00
518;2023-05-23 20:22:00
520;2023-05-23 20:23:00
521;2023-05-23 20:26:00
525;2023-05-23 20:28:00
526;2023-05-23 20:30:00
527;2023-05-23 20:32:00
529;2023-05-23 20:33:00
531;2023-05-23 20:33:00
532;2023-05-23 20:37:00
534;2023-05-23 20:40:00
536;2023-05-23 20:43:00
539;2023-05-23 20:44:00
541;2023-05-23 20:45:00
545;2023-05-23 20:47:00
546;2023-05-23 20:48:00
547;2023-05-23 20:50:00
549;2023-05-23 20:53:00
552;2023-05-23 20:59:00
554;2023-05-23 21:06:00
555;2023-05-23 21:10:00
556;2023-05-23 21:14:00
558;2023-05-23 21:15:00
559;2023-05-23 21:17:00
563;2023-05-23 21:18:00
564;2023-05-23 21:22:00
566;2023-05-23 21:23:00
567;2023-05-23 21:25:00
568;2023-05-23 21:26:00
570;2023-05-23 21:28:00
571;2023-05-23 21:31:00
572;2023-05-23 21:32:00
573;2023-05-23 21:33:00
574;2023-05-23 21:35:00
576;2023-05-23 21:35:00
579;2023-05-23 21:37:00
580;2023-05-23 21:41:00
583;2023-05-23 21:43:00
586;2023-05-23 21:45:00
587;2023-05-23 21:48:00
588;2023-05-23 21:51:00
590;2023-05-23 22:00:00
591;2023-05-23 22:05:00
