aforo;hora
284;2023-05-24 14:34:00
285;2023-05-24 14:35:00
286;2023-05-24 14:40:00
287;2023-05-24 14:41:00
288;2023-05-24 14:44:00
290;2023-05-24 14:48:00
294;2023-05-24 14:50:00
296;2023-05-24 14:53:00
297;2023-05-24 14:59:00
304;2023-05-24 15:03:00
305;2023-05-24 15:04:00
306;2023-05-24 15:06:00
307;2023-05-24 15:07:00
308;2023-05-24 15:09:00
309;2023-05-24 15:16:00
310;2023-05-24 15:17:00
312;2023-05-24 15:19:00
313;2023-05-24 15:20:00
315;2023-05-24 15:27:00
316;2023-05-24 15:31:00
317;2023-05-24 15:32:00
321;2023-05-24 15:34:00
322;2023-05-24 15:35:00
323;2023-05-24 15:38:00
325;2023-05-24 15:43:00
326;2023-05-24 15:46:00
327;2023-05-24 15:48:00
328;2023-05-24 15:50:00
330;2023-05-24 15:56:00
334;2023-05-24 15:58:00
337;2023-05-24 15:59:00
338;2023-05-24 16:00:00
339;2023-05-24 16:02:00
341;2023-05-24 16:05:00
342;2023-05-24 16:08:00
343;2023-05-24 16:09:00
347;2023-05-24 16:14:00
350;2023-05-24 16:17:00
351;2023-05-24 16:18:00
352;2023-05-24 16:20:00
353;2023-05-24 16:21:00
355;2023-05-24 16:22:00
356;2023-05-24 16:27:00
357;2023-05-24 16:29:00
358;2023-05-24 16:31:00
361;2023-05-24 16:32:00
362;2023-05-24 16:33:00
363;2023-05-24 16:35:00
364;2023-05-24 16:37:00
365;2023-05-24 16:38:00
366;2023-05-24 16:40:00
368;2023-05-24 16:42:00
369;2023-05-24 16:43:00
370;2023-05-24 16:48:00
373;2023-05-24 16:52:00
374;2023-05-24 16:53:00
376;2023-05-24 16:56:00
377;2023-05-24 16:57:00
383;2023-05-24 16:58:00
386;2023-05-24 16:59:00
388;2023-05-24 17:03:00
392;2023-05-24 17:09:00
394;2023-05-24 17:11:00
395;2023-05-24 17:13:00
396;2023-05-24 17:14:00
399;2023-05-24 17:17:00
402;2023-05-24 17:20:00
403;2023-05-24 17:23:00
404;2023-05-24 17:26:00
405;2023-05-24 17:27:00
407;2023-05-24 17:29:00
408;2023-05-24 17:32:00
409;2023-05-24 17:36:00
410;2023-05-24 17:37:00
411;2023-05-24 17:38:00
412;2023-05-24 17:39:00
414;2023-05-24 17:41:00
415;2023-05-24 17:44:00
417;2023-05-24 17:47:00
418;2023-05-24 17:49:00
419;2023-05-24 17:50:00
421;2023-05-24 17:51:00
424;2023-05-24 17:53:00
425;2023-05-24 17:58:00
424;2023-05-24 17:59:00
426;2023-05-24 18:02:00
430;2023-05-24 18:07:00
431;2023-05-24 18:08:00
435;2023-05-24 18:09:00
436;2023-05-24 18:10:00
438;2023-05-24 18:12:00
441;2023-05-24 18:13:00
442;2023-05-24 18:14:00
444;2023-05-24 18:15:00
445;2023-05-24 18:16:00
446;2023-05-24 18:18:00
447;2023-05-24 18:19:00
448;2023-05-24 18:20:00
449;2023-05-24 18:22:00
454;2023-05-24 18:26:00
456;2023-05-24 18:27:00
457;2023-05-24 18:28:00
458;2023-05-24 18:29:00
460;2023-05-24 18:32:00
463;2023-05-24 18:33:00
464;2023-05-24 18:36:00
465;2023-05-24 18:38:00
466;2023-05-24 18:41:00
467;2023-05-24 18:42:00
471;2023-05-24 18:43:00
474;2023-05-24 18:45:00
477;2023-05-24 18:46:00
481;2023-05-24 18:47:00
484;2023-05-24 18:49:00
486;2023-05-24 18:50:00
491;2023-05-24 18:52:00
497;2023-05-24 18:53:00
499;2023-05-24 18:54:00
502;2023-05-24 18:56:00
510;2023-05-24 18:58:00
512;2023-05-24 18:59:00
515;2023-05-24 19:00:00
516;2023-05-24 19:02:00
518;2023-05-24 19:03:00
521;2023-05-24 19:04:00
522;2023-05-24 19:05:00
523;2023-05-24 19:08:00
524;2023-05-24 19:09:00
526;2023-05-24 19:11:00
527;2023-05-24 19:12:00
530;2023-05-24 19:13:00
532;2023-05-24 19:15:00
535;2023-05-24 19:17:00
536;2023-05-24 19:18:00
538;2023-05-24 19:19:00
539;2023-05-24 19:24:00
540;2023-05-24 19:31:00
542;2023-05-24 19:33:00
543;2023-05-24 19:35:00
544;2023-05-24 19:43:00
548;2023-05-24 19:45:00
550;2023-05-24 19:47:00
554;2023-05-24 19:52:00
557;2023-05-24 19:53:00
558;2023-05-24 19:54:00
559;2023-05-24 19:55:00
563;2023-05-24 20:00:00
564;2023-05-24 20:02:00
566;2023-05-24 20:03:00
568;2023-05-24 20:04:00
569;2023-05-24 20:07:00
571;2023-05-24 20:12:00
573;2023-05-24 20:13:00
574;2023-05-24 20:15:00
576;2023-05-24 20:16:00
578;2023-05-24 20:17:00
579;2023-05-24 20:18:00
580;2023-05-24 20:20:00
583;2023-05-24 20:21:00
584;2023-05-24 20:23:00
587;2023-05-24 20:24:00
588;2023-05-24 20:28:00
589;2023-05-24 20:29:00
591;2023-05-24 20:30:00
592;2023-05-24 20:36:00
593;2023-05-24 20:38:00
594;2023-05-24 20:39:00
595;2023-05-24 20:40:00
596;2023-05-24 20:44:00
599;2023-05-24 20:46:00
600;2023-05-24 20:47:00
601;2023-05-24 20:48:00
602;2023-05-24 20:51:00
603;2023-05-24 20:52:00
606;2023-05-24 20:53:00
607;2023-05-24 20:55:00
608;2023-05-24 20:57:00
609;2023-05-24 20:58:00
611;2023-05-24 20:59:00
615;2023-05-24 21:02:00
619;2023-05-24 21:06:00
620;2023-05-24 21:08:00
623;2023-05-24 21:09:00
624;2023-05-24 21:11:00
625;2023-05-24 21:14:00
628;2023-05-24 21:16:00
629;2023-05-24 21:20:00
630;2023-05-24 21:22:00
632;2023-05-24 21:24:00
633;2023-05-24 21:26:00
634;2023-05-24 21:27:00
636;2023-05-24 21:29:00
638;2023-05-24 21:30:00
642;2023-05-24 21:32:00
643;2023-05-24 21:33:00
645;2023-05-24 21:38:00
646;2023-05-24 21:39:00
648;2023-05-24 21:41:00
650;2023-05-24 21:45:00
651;2023-05-24 21:50:00
652;2023-05-24 21:55:00
653;2023-05-24 22:01:00
654;2023-05-24 22:02:00
655;2023-05-24 22:28:00
656;2023-05-24 22:40:00
