aforo;hora
342;2023-05-25 17:27:00
343;2023-05-25 17:29:00
344;2023-05-25 17:30:00
345;2023-05-25 17:34:00
348;2023-05-25 17:38:00
349;2023-05-25 17:41:00
353;2023-05-25 17:42:00
354;2023-05-25 17:43:00
356;2023-05-25 17:45:00
358;2023-05-25 17:47:00
359;2023-05-25 17:49:00
360;2023-05-25 17:50:00
361;2023-05-25 17:53:00
362;2023-05-25 17:54:00
364;2023-05-25 17:55:00
366;2023-05-25 18:00:00
367;2023-05-25 18:01:00
369;2023-05-25 18:04:00
371;2023-05-25 18:05:00
373;2023-05-25 18:07:00
374;2023-05-25 18:08:00
377;2023-05-25 18:11:00
379;2023-05-25 18:14:00
380;2023-05-25 18:16:00
381;2023-05-25 18:17:00
383;2023-05-25 18:19:00
384;2023-05-25 18:21:00
389;2023-05-25 18:22:00
391;2023-05-25 18:23:00
392;2023-05-25 18:24:00
398;2023-05-25 18:25:00
402;2023-05-25 18:27:00
405;2023-05-25 18:29:00
406;2023-05-25 18:31:00
408;2023-05-25 18:32:00
412;2023-05-25 18:34:00
443;2023-05-25 19:01:00
444;2023-05-25 19:02:00
447;2023-05-25 19:03:00
448;2023-05-25 19:04:00
453;2023-05-25 19:06:00
455;2023-05-25 19:07:00
456;2023-05-25 19:09:00
459;2023-05-25 19:10:00
461;2023-05-25 19:11:00
463;2023-05-25 19:13:00
465;2023-05-25 19:15:00
466;2023-05-25 19:19:00
513;2023-05-25 20:16:00
517;2023-05-25 20:16:00
521;2023-05-25 20:24:00
525;2023-05-25 20:24:00
526;2023-05-25 20:27:00
527;2023-05-25 20:29:00
528;2023-05-25 20:30:00
529;2023-05-25 20:32:00
530;2023-05-25 20:34:00
531;2023-05-25 20:37:00
534;2023-05-25 20:42:00
535;2023-05-25 20:45:00
536;2023-05-25 20:48:00
538;2023-05-25 20:52:00
542;2023-05-25 20:54:00
544;2023-05-25 20:55:00
550;2023-05-25 21:04:00
551;2023-05-25 21:06:00
552;2023-05-25 21:11:00
553;2023-05-25 21:17:00
554;2023-05-25 21:19:00
559;2023-05-25 21:20:00
561;2023-05-25 21:24:00
562;2023-05-25 21:27:00
564;2023-05-25 21:30:00
566;2023-05-25 21:34:00
567;2023-05-25 21:36:00
568;2023-05-25 21:37:00
569;2023-05-25 21:44:00
570;2023-05-25 21:45:00
571;2023-05-25 21:47:00
572;2023-05-25 21:49:00
573;2023-05-25 22:02:00
574;2023-05-25 22:11:00
575;2023-05-25 23:01:00
